source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration,packets_per_second,bytes_per_second,average_packet_size,unique_destination_ips,unique_destination_ports,tcp_syn_count,tcp_rst_count
10.21.149.251,10.21.149.160,60841,53,UDP,1,74,0.001,1000.0,74000.0,74.0,1,1,0,0
10.21.149.251,10.21.149.160,49659,53,UDP,1,74,0.001,1000.0,74000.0,74.0,1,1,0,0
10.21.149.160,10.21.149.251,53,60841,UDP,1,119,0.001,1000.0,119000.0,119.0,1,1,0,0
10.21.149.160,10.21.149.251,53,49659,UDP,1,106,0.001,1000.0,106000.0,106.0,1,1,0,0
10.21.149.251,104.18.39.21,51111,443,TCP,17,9426,0.870032787322998,19.539493508408185,10834.074459426798,554.4705882352941,1,1,1,0
104.18.39.21,10.21.149.251,443,51111,TCP,13,5604,0.6150977611541748,21.13485176016035,9110.746866456815,431.0769230769231,1,1,1,0
10.21.149.251,104.208.16.94,53540,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,204.79.197.203,60702,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
104.208.16.94,10.21.149.251,443,53540,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52601,TCP,5,382,0.07299017906188965,68.50236654112621,5233.580803742042,76.4,1,1,0,0
204.79.197.203,10.21.149.251,443,60702,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,172.64.155.209,52601,443,TCP,4,284,0.001,4000.0,284000.0,71.0,1,1,0,0
10.21.149.251,18.161.216.63,56562,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
18.161.216.63,10.21.149.251,443,56562,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,52.168.117.175,51112,443,TCP,11,4079,1.2120232582092285,9.075733427964547,3365.4469684243077,370.8181818181818,1,1,1,0
10.21.149.251,150.171.28.10,63888,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
150.171.28.10,10.21.149.251,443,63888,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.110.84,10.21.149.251,443,62600,TCP,4,279,0.05218005180358887,76.65764716095751,5346.870889476786,69.75,1,1,0,0
10.21.149.251,150.171.110.84,62600,443,TCP,2,108,0.001,2000.0,108000.0,54.0,1,1,0,0
52.168.117.175,10.21.149.251,443,51112,TCP,15,10506,0.9179625511169434,16.34053587670711,11444.911328045662,700.4,1,1,1,0
10.21.149.251,204.79.197.203,55428,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
204.79.197.203,10.21.149.251,443,55428,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,20.184.175.16,52836,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.251.157.4,56886,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.157.4,10.21.149.251,443,56886,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
20.184.175.16,10.21.149.251,443,52836,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,20.184.175.16,54277,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,20.184.175.16,59145,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,172.64.155.209,52165,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52165,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
20.184.175.16,10.21.149.251,443,54277,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
20.184.175.16,10.21.149.251,443,59145,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,150.171.28.12,60545,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.251.150.119,50458,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.251.43.35,62072,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.150.119,10.21.149.251,443,50458,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.251.43.35,10.21.149.251,443,62072,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.28.12,10.21.149.251,443,60545,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.110.87,10.21.149.251,443,64439,TCP,5,333,0.16165399551391602,30.930259311589822,2059.955270151882,66.6,1,1,0,0
10.21.149.251,150.171.110.87,64439,443,TCP,2,108,0.001,2000.0,108000.0,54.0,1,1,0,0
10.21.149.251,142.250.4.132,52807,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.250.4.132,55056,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.250.4.132,10.21.149.251,443,52807,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,74.179.65.112,59587,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,23.193.56.66,62761,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.250.205.78,50567,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.251.43.134,57373,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.250.4.132,10.21.149.251,443,55056,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,49.44.80.209,62769,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
23.193.56.66,10.21.149.251,443,62761,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.251.43.134,10.21.149.251,443,57373,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.250.205.78,10.21.149.251,443,50567,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,23.193.56.66,60261,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.80.209,10.21.149.251,443,62769,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
74.179.65.112,10.21.149.251,443,59587,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
23.193.56.66,10.21.149.251,443,60261,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,150.171.110.83,59726,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
150.171.110.83,10.21.149.251,443,59726,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,20.190.174.42,62313,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
20.190.174.42,10.21.149.251,443,62313,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,10.21.149.160,63350,53,UDP,2,174,0.1697540283203125,11.781752808988765,1025.0124943820224,87.0,1,1,0,0
10.21.149.160,10.21.149.251,53,63350,UDP,4,1259,0.007503986358642578,533.0500095316769,167777.49050009533,314.75,1,1,0,0
10.21.149.251,32.196.14.148,51113,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,44.208.102.177,51114,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,20.184.175.16,55207,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
32.196.14.148,10.21.149.251,443,51113,TCP,2,132,1.0062544345855713,1.9875688804528902,131.17954610989077,66.0,1,1,2,0
10.21.149.251,150.171.28.11,62946,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,98.86.42.160,51115,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
150.171.28.11,10.21.149.251,443,62946,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
20.184.175.16,10.21.149.251,443,55207,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
44.208.102.177,10.21.149.251,443,51114,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,52.207.128.42,51116,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.160,224.0.0.251,5353,5353,UDP,1,119,0.001,1000.0,119000.0,119.0,1,1,0,0
98.86.42.160,10.21.149.251,443,51115,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,3.221.51.32,51117,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
52.207.128.42,10.21.149.251,443,51116,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,54.159.92.149,51118,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,35.170.214.31,51119,443,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
3.221.51.32,10.21.149.251,443,51117,TCP,3,198,3.3898961544036865,0.8849828618209478,58.40886888018255,66.0,1,1,3,0
4.213.25.240,10.21.149.251,443,51375,TCP,1,174,0.001,1000.0,174000.0,174.0,1,1,0,0
44.208.102.177,10.21.149.251,443,51114,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
54.159.92.149,10.21.149.251,443,51118,TCP,3,198,3.383106231689453,0.8867590298817966,58.526095972198576,66.0,1,1,3,0
10.21.149.251,4.213.25.240,51375,443,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,34.235.212.172,51120,443,TCP,10,3052,2.457493305206299,4.069187077260636,1241.9158959799463,305.2,1,1,1,0
98.86.42.160,10.21.149.251,443,51115,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
35.170.214.31,10.21.149.251,443,51119,TCP,3,198,3.129338026046753,0.958669205764855,63.272167580480435,66.0,1,1,3,0
10.21.149.251,10.2.0.1,51121,65432,TCP,3,198,3.005220651626587,0.9982628058862296,65.88534518849116,66.0,1,1,3,0
52.207.128.42,10.21.149.251,443,51116,TCP,2,132,2.4651577472686768,0.8113071069045954,53.5462690557033,66.0,1,1,2,0
34.235.212.172,10.21.149.251,443,51120,TCP,11,5847,2.465590000152588,4.4614068029636895,2371.4405069935174,531.5454545454545,1,1,1,0
10.21.149.251,23.193.56.98,57028,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
32.196.14.148,10.21.149.251,443,51113,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,1,0
10.21.149.251,172.217.112.4,54904,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,91.108.56.118,54892,443,TCP,4,735,1.0425283908843994,3.8368259655803842,705.0167711753955,183.75,1,1,0,0
172.217.112.4,10.21.149.251,443,54904,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,162.159.200.123,49660,123,UDP,1,90,0.001,1000.0,90000.0,90.0,1,1,0,0
91.108.56.118,10.21.149.251,443,54892,TCP,5,472,0.0012574195861816406,3976.397421312097,375371.91657186195,94.4,1,1,0,0
162.159.200.123,10.21.149.251,123,49660,UDP,1,90,0.001,1000.0,90000.0,90.0,1,1,0,0
10.21.149.251,104.18.125.108,49605,443,TCP,5,3980,0.48650503158569336,10.277385998872854,8180.799255102791,796.0,1,1,0,0
104.18.125.108,10.21.149.251,443,49605,TCP,5,983,0.1711430549621582,29.215325162365254,5743.732926921009,196.6,1,1,0,0
10.21.149.251,52.168.117.175,51112,443,TCP,2,1105,0.44893932342529297,4.454945012926264,2461.357119641761,552.5,1,1,0,0
52.168.117.175,10.21.149.251,443,51112,TCP,1,616,0.001,1000.0,616000.0,616.0,1,1,0,0
104.18.39.21,10.21.149.251,443,51111,TCP,2,132,0.23389816284179688,8.550729837723232,564.3481692897334,66.0,1,1,0,0
10.21.149.251,104.18.39.21,51111,443,TCP,1,82,0.001,1000.0,82000.0,82.0,1,1,0,0
10.21.149.251,40.104.68.66,64610,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
40.104.68.66,10.21.149.251,443,64610,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,142.251.153.4,64749,443,TCP,11,8184,0.3736088275909424,29.44255913579136,21905.26399702877,744.0,1,1,0,0
10.21.149.251,172.64.155.209,52165,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.153.4,10.21.149.251,443,64749,TCP,14,1786,0.1794109344482422,78.0331479965555,9954.800165846294,127.57142857142857,1,1,0,0
10.21.149.251,35.190.80.1,65238,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52165,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,40.104.122.210,57353,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
35.190.80.1,10.21.149.251,443,65238,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
40.104.122.210,10.21.149.251,443,57353,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,10.21.149.160,59316,53,UDP,1,71,0.001,1000.0,71000.0,71.0,1,1,0,0
10.21.149.251,10.21.149.160,63201,53,UDP,1,71,0.001,1000.0,71000.0,71.0,1,1,0,0
10.21.149.251,104.18.32.47,52988,443,TCP,3,4062,0.24218440055847168,12.387255302497058,16772.34367958102,1354.0,1,1,0,0
10.21.149.160,10.21.149.251,53,59316,UDP,1,132,0.001,1000.0,132000.0,132.0,1,1,0,0
10.21.149.160,10.21.149.251,53,63201,UDP,1,103,0.001,1000.0,103000.0,103.0,1,1,0,0
104.18.32.47,10.21.149.251,443,52988,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,49.44.136.16,49411,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.136.16,10.21.149.251,443,49411,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
150.171.110.82,10.21.149.251,443,60982,TCP,3,225,0.001,3000.0,225000.0,75.0,1,1,0,0
10.21.149.251,150.171.110.82,60982,443,TCP,3,162,0.001,3000.0,162000.0,54.0,1,1,0,0
150.171.110.82,10.21.149.251,443,60982,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,104.18.32.47,52988,443,TCP,11,10514,1.1040282249450684,9.963513388027115,9523.30725106519,955.8181818181819,1,1,0,0
10.21.149.251,20.190.145.142,54725,443,TCP,2,108,0.15267300605773926,13.099892716094304,707.3942066690923,54.0,1,1,0,0
104.18.32.47,10.21.149.251,443,52988,TCP,12,1285,1.041337251663208,11.5236442188482,1233.9902351016615,107.08333333333333,1,1,0,0
20.190.145.142,10.21.149.251,443,54725,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52601,TCP,2,136,0.24831080436706543,8.054421977722322,547.700694485118,68.0,1,1,0,0
10.21.149.251,172.64.155.209,52601,443,TCP,1,86,0.001,1000.0,86000.0,86.0,1,1,0,0
3.81.243.202,10.21.149.251,443,49610,TCP,2,132,0.001,2000.0,132000.0,66.0,1,1,0,0
10.21.149.251,3.81.243.202,49610,443,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,49.44.80.209,49598,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.80.209,10.21.149.251,443,49598,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,142.251.10.119,52684,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.10.119,10.21.149.251,443,52684,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,104.18.32.47,52988,443,TCP,10,9898,1.52382230758667,6.562444945327875,6495.50800688553,989.8,1,1,0,0
10.21.149.251,142.251.223.2,58299,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
104.18.32.47,10.21.149.251,443,52988,TCP,11,1153,1.5478458404541016,7.106650877307561,744.9062237759653,104.81818181818181,1,1,0,0
142.251.223.2,10.21.149.251,443,58299,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,10.21.149.160,60967,53,UDP,1,71,0.001,1000.0,71000.0,71.0,1,1,0,0
10.21.149.160,10.21.149.251,53,60967,UDP,1,103,0.001,1000.0,103000.0,103.0,1,1,0,0
10.21.149.251,172.64.155.209,51122,443,TCP,10,4563,0.6510751247406006,15.359210665565161,7008.407826697383,456.3,1,1,1,0
172.64.155.209,10.21.149.251,443,51122,TCP,10,5750,0.4120039939880371,24.271609367676078,13956.175386413744,575.0,1,1,1,0
10.21.149.251,49.44.227.82,62583,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.227.82,10.21.149.251,443,62583,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.160,224.0.0.251,5353,5353,UDP,1,119,0.001,1000.0,119000.0,119.0,1,1,0,0
10.21.149.251,172.64.155.209,51122,443,TCP,9,2739,0.2536759376525879,35.47833540414702,10797.240074662075,304.3333333333333,1,1,0,0
172.64.155.209,10.21.149.251,443,51122,TCP,13,10339,0.37265801429748535,34.88453086003502,27743.93573553093,795.3076923076923,1,1,0,0
10.21.149.251,172.64.155.209,52165,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52165,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.28.10,10.21.149.251,443,63888,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
204.79.197.203,10.21.149.251,443,55428,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
104.208.16.94,10.21.149.251,443,53540,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
23.193.56.66,10.21.149.251,443,62761,TCP,4,240,0.09254121780395508,43.223982728148684,2593.4389636889214,60.0,1,1,0,0
10.21.149.251,23.193.56.66,62761,443,TCP,3,162,0.09189796447753906,32.64490151719558,1762.824681928561,54.0,1,1,0,0
104.18.39.21,10.21.149.251,443,51111,TCP,2,132,0.12351679801940918,16.19212958941604,1068.6805529014587,66.0,1,1,0,0
10.21.149.251,104.18.39.21,51111,443,TCP,1,82,0.001,1000.0,82000.0,82.0,1,1,0,0
20.184.175.16,10.21.149.251,443,52836,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.251,49.44.185.78,64764,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,49.44.185.78,53887,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.185.78,10.21.149.251,443,64764,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
49.44.185.78,10.21.149.251,443,53887,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
20.184.175.16,10.21.149.251,443,54277,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.251,49.44.80.209,59795,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,172.64.155.209,51123,443,TCP,10,3345,1.3998746871948242,7.143496551136847,2389.4995963552756,334.5,1,1,1,0
49.44.80.209,10.21.149.251,443,59795,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
172.64.155.209,10.21.149.251,443,51123,TCP,11,6400,1.319998025894165,8.333345796141334,4848.49209957314,581.8181818181819,1,1,1,0
204.79.197.203,10.21.149.251,443,60702,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
150.171.28.12,10.21.149.251,443,60545,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.251,142.251.153.4,64749,443,TCP,8,7949,0.002194643020629883,3645.239760999457,3622001.357523085,993.625,1,1,0,0
10.21.149.251,142.251.153.4,64749,443,TCP,2,182,0.0015077590942382812,1326.471853257432,120708.93864642631,91.0,1,1,0,0
142.251.153.4,10.21.149.251,443,64749,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52601,TCP,2,136,0.20721125602722168,9.651985313661033,656.3350013289503,68.0,1,1,0,0
10.21.149.251,172.64.155.209,52601,443,TCP,1,86,0.001,1000.0,86000.0,86.0,1,1,0,0
23.193.56.98,10.21.149.251,443,57028,TCP,3,186,0.09858250617980957,30.43136268546622,1886.7444864989056,62.0,1,1,0,0
10.21.149.251,23.193.56.98,57028,443,TCP,2,108,0.001,2000.0,108000.0,54.0,1,1,0,0
10.21.149.251,172.64.155.209,51123,443,TCP,2,108,0.19369149208068848,10.325698762064548,557.5877331514855,54.0,1,1,0,0
172.64.155.209,10.21.149.251,443,51123,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
20.190.174.42,10.21.149.251,443,62313,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.251,18.161.216.63,56562,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
18.161.216.63,10.21.149.251,443,56562,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,142.251.157.4,56886,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.157.4,10.21.149.251,443,56886,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.28.11,10.21.149.251,443,62946,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
10.21.149.251,172.64.155.209,52165,443,TCP,21,26218,1.153130292892456,18.2112985231917,22736.37260385905,1248.4761904761904,1,1,0,0
172.64.155.209,10.21.149.251,443,52165,TCP,14,2328,0.8703367710113525,16.08572734865799,2674.826661976843,166.28571428571428,1,1,0,0
10.21.149.160,224.0.0.251,5353,5353,UDP,1,119,0.001,1000.0,119000.0,119.0,1,1,0,0
10.21.149.251,142.251.150.119,50458,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.251.43.35,62072,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.251.150.119,10.21.149.251,443,50458,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.251.43.35,10.21.149.251,443,62072,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,142.250.4.132,52807,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.250.4.132,55056,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
142.250.4.132,10.21.149.251,443,52807,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,142.251.43.134,57373,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,142.250.205.78,50567,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,49.44.80.209,62769,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,74.179.65.112,59587,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,23.193.56.66,60261,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.80.209,10.21.149.251,443,62769,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.251.43.134,10.21.149.251,443,57373,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
150.171.110.83,10.21.149.251,443,59726,TCP,4,279,0.1886601448059082,21.202146346888277,1478.8497076954573,69.75,1,1,0,0
10.21.149.251,150.171.110.83,59726,443,TCP,3,162,0.001,3000.0,162000.0,54.0,1,1,0,0
142.250.4.132,10.21.149.251,443,55056,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
142.250.205.78,10.21.149.251,443,50567,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
23.193.56.66,10.21.149.251,443,60261,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
74.179.65.112,10.21.149.251,443,59587,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
49.44.80.209,10.21.149.251,443,49598,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,49.44.80.209,49598,443,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,0
10.21.149.251,20.184.175.16,55207,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
20.184.175.16,10.21.149.251,443,55207,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.160,224.0.0.22,,,OTHER,1,54,0.001,1000.0,54000.0,54.0,1,0,0,0
104.18.39.21,10.21.149.251,443.0,51111.0,TCP,2,132,0.10403680801391602,19.22396542320367,1268.7817179314422,66.0,1,1,0,0
10.21.149.251,104.18.39.21,51111.0,443.0,TCP,1,82,0.001,1000.0,82000.0,82.0,1,1,0,0
10.21.149.251,91.108.56.118,54892.0,443.0,TCP,2,437,0.22235369682312012,8.994678427096167,1965.3372363205124,218.5,1,1,0,0
10.21.149.251,172.217.112.4,54904.0,443.0,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
91.108.56.118,10.21.149.251,443.0,54892.0,TCP,2,197,0.001,2000.0,197000.0,98.5,1,1,0,0
172.217.112.4,10.21.149.251,443.0,54904.0,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52601,TCP,2,136,0.20321059226989746,9.842006647683343,669.2564520424672,68.0,1,1,0,0
10.21.149.251,172.64.155.209,52601,443,TCP,1,86,0.001,1000.0,86000.0,86.0,1,1,0,0
10.21.149.251,142.251.153.4,64749,443,TCP,13,8294,0.24921870231628418,52.16301938488413,33280.006367556074,638.0,1,1,0,0
142.251.153.4,10.21.149.251,443,64749,TCP,12,1677,0.30691051483154297,39.09934466268306,5464.133416609958,139.75,1,1,0,0
10.21.149.251,40.104.68.66,64610,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
40.104.68.66,10.21.149.251,443,64610,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,35.190.80.1,65238,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
10.21.149.251,40.104.122.210,57353,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
35.190.80.1,10.21.149.251,443,65238,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
40.104.122.210,10.21.149.251,443,57353,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,172.64.155.209,52165,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
172.64.155.209,10.21.149.251,443,52165,TCP,1,66,0.001,1000.0,66000.0,66.0,1,1,0,0
10.21.149.251,104.18.32.47,52988,443,TCP,17,18630,0.9367115497589111,18.148596549680022,19888.726689443458,1095.8823529411766,1,1,0,0
104.18.32.47,10.21.149.251,443,52988,TCP,17,1433,0.8191721439361572,20.752658798081526,1749.3270622147545,84.29411764705883,1,1,0,0
10.21.149.251,49.44.136.16,49411,443,TCP,1,55,0.001,1000.0,55000.0,55.0,1,1,0,0
49.44.136.16,10.21.149.251,443,49411,TCP,1,54,0.001,1000.0,54000.0,54.0,1,1,0,1
104.18.32.47,10.21.149.251,443.0,52988.0,TCP,32,13200,4.403910398483276,7.266269543317894,2997.336186618631,412.5,1,1,0,0
10.21.149.251,104.18.39.21,51111.0,443.0,TCP,4,398,1.4778015613555908,2.706723354880469,269.3189738106067,99.5,1,1,0,0
10.21.149.251,104.18.32.47,52988.0,443.0,TCP,23,25538,1.1166155338287354,20.597958118257473,22870.89801843736,1110.3478260869565,1,1,0,0
